10, 7, DT#2021-11-30-12:58:10 
10, 8, DT#2021-11-30-12:58:20 
10, 15, DT#2021-11-30-12:58:28 
10, 7, DT#2021-11-30-12:58:43 
10, 8, DT#2021-11-30-12:58:53 
10, 15, DT#2021-11-30-12:59:02 
10, 7, DT#2021-11-30-12:59:17 
10, 8, DT#2021-11-30-12:59:26 
10, 15, DT#2021-11-30-12:59:35 
10, 7, DT#2021-11-30-12:59:50 
10, 8, DT#2021-11-30-13:00:00 
10, 15, DT#2021-11-30-13:00:08 
10, 7, DT#2021-11-30-13:00:23 
10, 8, DT#2021-11-30-13:00:33 
10, 15, DT#2021-11-30-13:00:42 
10, 7, DT#2021-11-30-13:00:57 
10, 8, DT#2021-11-30-13:01:07 
10, 15, DT#2021-11-30-13:01:15 
10, 7, DT#2021-11-30-13:01:30 
10, 8, DT#2021-11-30-13:01:40 
10, 15, DT#2021-11-30-13:01:49 
10, 7, DT#2021-11-30-13:02:03 
10, 8, DT#2021-11-30-13:02:13 
10, 15, DT#2021-11-30-13:02:22 
10, 7, DT#2021-11-30-13:02:37 
10, 8, DT#2021-11-30-13:02:47 
10, 15, DT#2021-11-30-13:02:55 
10, 7, DT#2021-11-30-13:03:10 
10, 8, DT#2021-11-30-13:03:20 
10, 15, DT#2021-11-30-13:03:30 
10, 7, DT#2021-11-30-13:03:44 
10, 8, DT#2021-11-30-13:03:54 
10, 15, DT#2021-11-30-13:04:02 
10, 7, DT#2021-11-30-13:04:17 
10, 8, DT#2021-11-30-13:04:27 
10, 15, DT#2021-11-30-13:04:36 
10, 7, DT#2021-11-30-13:04:50 
10, 8, DT#2021-11-30-13:05:00 
10, 15, DT#2021-11-30-13:05:09 
10, 7, DT#2021-11-30-13:05:24 
10, 8, DT#2021-11-30-13:05:34 
10, 15, DT#2021-11-30-13:05:42 
10, 7, DT#2021-11-30-13:05:57 
10, 8, DT#2021-11-30-13:06:07 
10, 15, DT#2021-11-30-13:06:15 
10, 7, DT#2021-11-30-13:06:30 
10, 8, DT#2021-11-30-13:06:40 
10, 15, DT#2021-11-30-13:06:49 
10, 7, DT#2021-11-30-13:07:03 
10, 8, DT#2021-11-30-13:07:13 
10, 15, DT#2021-11-30-13:07:22 
10, 7, DT#2021-11-30-13:07:37 
10, 8, DT#2021-11-30-13:07:47 
10, 15, DT#2021-11-30-13:07:55 
10, 7, DT#2021-11-30-13:08:10 
10, 8, DT#2021-11-30-13:08:20 
10, 15, DT#2021-11-30-13:08:28 
10, 7, DT#2021-11-30-13:08:43 
10, 8, DT#2021-11-30-13:08:53 
10, 15, DT#2021-11-30-13:09:02 
10, 7, DT#2021-11-30-13:09:17 
10, 8, DT#2021-11-30-13:09:27 
10, 15, DT#2021-11-30-13:09:35 
10, 7, DT#2021-11-30-13:09:50 
10, 8, DT#2021-11-30-13:10:00 
10, 15, DT#2021-11-30-13:10:08 
10, 7, DT#2021-11-30-13:10:23 
10, 8, DT#2021-11-30-13:10:33 
10, 15, DT#2021-11-30-13:10:42 
10, 7, DT#2021-11-30-13:10:57 
10, 8, DT#2021-11-30-13:11:07 
10, 15, DT#2021-11-30-13:11:15 
10, 7, DT#2021-11-30-13:11:30 
10, 8, DT#2021-11-30-13:11:40 
10, 15, DT#2021-11-30-13:11:49 
10, 7, DT#2021-11-30-13:12:03 
10, 8, DT#2021-11-30-13:12:13 
10, 15, DT#2021-11-30-13:12:22 
10, 7, DT#2021-11-30-13:12:36 
10, 8, DT#2021-11-30-13:12:46 
10, 15, DT#2021-11-30-13:12:55 
10, 7, DT#2021-11-30-13:13:10 
10, 8, DT#2021-11-30-13:13:20 
10, 15, DT#2021-11-30-13:13:28 
10, 7, DT#2021-11-30-13:13:43 
10, 8, DT#2021-11-30-13:13:53 
10, 15, DT#2021-11-30-13:14:02 
10, 7, DT#2021-11-30-13:14:16 
10, 8, DT#2021-11-30-13:14:26 
10, 15, DT#2021-11-30-13:14:35 
10, 7, DT#2021-11-30-13:14:50 
10, 8, DT#2021-11-30-13:14:59 
10, 15, DT#2021-11-30-13:15:08 
10, 7, DT#2021-11-30-13:15:23 
10, 8, DT#2021-11-30-13:15:33 
10, 15, DT#2021-11-30-13:15:41 
10, 7, DT#2021-11-30-13:15:56 
10, 8, DT#2021-11-30-13:16:06 
10, 15, DT#2021-11-30-13:16:15 
10, 7, DT#2021-11-30-13:16:29 
10, 8, DT#2021-11-30-13:16:39 
10, 15, DT#2021-11-30-13:16:48 
10, 7, DT#2021-11-30-13:17:03 
10, 8, DT#2021-11-30-13:17:13 
10, 15, DT#2021-11-30-13:17:21 
10, 7, DT#2021-11-30-13:17:36 
10, 8, DT#2021-11-30-13:17:46 
10, 15, DT#2021-11-30-13:17:55 
10, 7, DT#2021-11-30-13:18:10 
10, 8, DT#2021-11-30-13:18:19 
10, 15, DT#2021-11-30-13:18:28 
10, 7, DT#2021-11-30-13:18:43 
10, 8, DT#2021-11-30-13:18:53 
10, 15, DT#2021-11-30-13:19:01 
10, 7, DT#2021-11-30-13:19:16 
10, 8, DT#2021-11-30-13:19:26 
10, 15, DT#2021-11-30-13:19:35 
10, 7, DT#2021-11-30-13:19:50 
10, 8, DT#2021-11-30-13:20:00 
10, 15, DT#2021-11-30-13:20:08 
10, 7, DT#2021-11-30-13:20:23 
10, 15, DT#2021-11-30-13:20:38 
